QueryId,Query,Label
90983,Farmer needs information regarding weather information for khacharod of ujjain  district of state Madhya pradesh?,Weather
90985,Asking about Mealy bug management in amaranthus,Plant Protection
91005,growth information in cucumber crop,Cultural Practices
91004,leaf folder control of paddy?,Plant Protection
91003,TELL ME SUBSIDY ON JAL HOUZ  ?,Government Schemes
91002,Farmer wants to know how to control flower increase in soybean crop?,Nutrient Management
91001,thrips problem of chillies...?,Plant Protection
91000,DISEASE PROBLEM IN BOTTLE GOURD ?,Plant Protection
90999,Asking about weed management in black gram,Weed Management
90998,Farmer needs information regarding govt. Schemes?,Cultural Practices
90997,TELL ME CONTROL JHULSA IN COTTON,Plant Protection
90959,Farmer want to know information about  weather of your sohagpur tehshil hoshangabad district ?,Weather
90996,TELL ME ABOUT DRY ROOT CONTROL IN CUCUMBER ?,Plant Protection
90994,CONTROL OF STEM BORER IN DRUM STICK,Plant Protection
90993,TELL ME WEED CONTROL OF BHINDI,Weed Management
90992,nutrient for citrus....?,Nutrient Management
90991,Weather forecasting for mhow tehshil shahdol district of Madhya Pradesh?,Weather
90990,Insect problem in maize..?,Plant Protection
90989,asked about market rate of wheat ?,Market Information
90988,Early shoot borer & smut problem in suagarcane crop,Plant Protection
90987,leaf curl in bhindi ?,Plant Protection
90986,Food Logistics Department Uttar Pradesh ?,Market Information
90995,asking about fodder seeds availability information,Varieties
90958,Farmer needs information regarding weather  for  of  district of madhyapradesh  state?,Weather
90957,TELL ME CONTROL FLOWER DROPING IN MANGO PLANT.,Fertilizer Use and Availability
90956,Weed management in sugarcane crop .....?,Weed Management
90929,plant protection of urd crop.....?,Plant Protection
90928,fartilaizer in gugarcane...?,Field Preparation
90927,asking about Tapioca fertilizer management,Fertilizer Use and Availability
90926,Regarding Fertilizer Dose in Paddy?,Plant Protection
90925,Information regarding Weather in Hisar ?,Weather
90924,nutrients management in ginger..?,Fertilizer Use and Availability
90923,Attack of White Fly IN RIDGE GOURD?,Plant Protection
90922,Asked About SMS Activation ?,Market Information
90921,Asking about top dressing fertilizer management for tomato,Fertilizer Use and Availability
90930,Canker in acid lime ?,Plant Protection
90920,TELL ME  WEATHER REPORT IN BARMER,Weather
90918,white leaf in garlic..?,Plant Protection
90917,Asking about Tamil Nadu Agricultural University Admissions 2018,Field Preparation
90916,Asking about ADT 45 and Seeraga Samba variety duration,Varieties
90915,ASKING FOR WEATHER REPORT OF MARIGAON DISTRICT OF ASSAM.,Weather
90914,Termites control in Sugarcane crops ?,Plant Protection
90913,GANNE ME KEET...?,Plant Protection
90912,ASKING ABOUT CONTROL OF LEAF EATING CATERPILLAR IN BHINDI.,Plant Protection
90911,ASKING ABOUT WEATHER (RAIN FALL) REPORT IN  BANURA DISTRICT,Weather
90910,weed control,Weed Management
90919,asking about groundnut suitable season,Cultural Practices
91007,farmer want to know information  about weather information at indore district in mp,Weather
90931,Fertilizer Use in Cucumber....?,Fertilizer Use and Availability
90934,RICE BLAST,Plant Protection
90955,tell me about the controlof yellow mosaic diease in urd bean ?,Plant Protection
90954,coconut fertilizer management,Weather
90953,information about mentha .....?,Plant Protection
90952,ASKING ABOUT CONTROL OF WEED IN PADDY TRANSPLANTING PADDY FIELD.,Weather
90950,farmer want to know information about  weather of your district datia  ?,Weather
90949,drenching for banana ?,Plant Protection
90948,Weed management of onion crops ...?,Cultural Practices
90947,Asking about brinjal mealy bug management,Plant Protection
90946,farmer wants to weather information of  chhindwara district ?,Weather
90932,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN NEEM ?,Plant Protection
90945,POD BORER IN RED GRAM .,Plant Protection
90943,TELL ME WEED CONTROL IN MAIZE AND WEED CONTROL IN SOYABEAN ?,Weed Management
90942,information of plant protection in sugarcane crops ?,Plant Protection
90941,information regarding weeds control in barley crop ?,Nutrient Management
90940,Farmer needs information regarding weather for rajgarh dist. of state madhya pradesh?,Weather
90939,TELL ME ABOUT CONTECT NUMBER OF RAJFED ?,Government Schemes
90938,asking about sorghum season and varieties,Weather
90937,TELL ME PEST CONTROL IN LEMON ?,Plant Protection
90936,asking about groundnut market rate in Sevur,Market Information
90935,ATTACK OF PINK BOLLWOM ON COTTON ?,Nutrient Management
90944,Asking about false disease management in paddy,Plant Protection
91308,TELL ME CUT WORM CONTROL IN  URD BEAN,Plant Protection
91009,nematode problem in bitter gourd,Plant Protection
91011,Insect control in Barseem fodder crops ?,Cultural Practices
91084,Weed control in paddy crop.....?,Weed Management
91083,Asking about Aruppukottai (virudhunagar) weather report,Weather
91082,Nutrient managment in Paddy ?,Nutrient Management
91081,FERTILISER MANAGEMENT IN COTTON ?,Nutrient Management
91080,Firtilizer Application Of Paddy Nursary   ?,Weather
91078,asked about attack caterpillar on brinjal?,Plant Protection
91077,asking about cucumber duration,Cultural Practices
91075,fertilizer management in bitter gourd..?,Fertilizer Use and Availability
91074,tell me about pest control in cotton and disease control also,Plant Protection
91073,insect contril management in pumpkin?,Plant Protection
91072,Farmer want to know information about weather of ashta tehshil sehore district?,Weather
91071,information about insect problemin paddy crop ?,Plant Protection
91070,Asking about Thanjavur today weather Report,Weather
91069,leaf curlling problem in bottle gourd..?,Plant Protection
91068,asking about coriander suitable season,Cultural Practices
91066,Weed control in Nursery of Paddy..?,Weed Management
91065,market rate of beet root?,Market Information
91064,How to increase size and production in soyabean crop?,Fertilizer Use and Availability
91063,sowing period of safflower ?,Cultural Practices
91085,tell me about pest control in anar,Plant Protection
91086,weather  information,Weather
91087,Farmer needs information regarding weather information for dewas district madhya pradesh state?,Weather
91088,TELL ME WEED CONTROL IN BRINJAL ?,Cultural Practices
91110,farmer want to know information about beekeeping ?,Government Schemes
91109,FRUIT DROPPING,Nutrient Management
91108,TELL ME CONTROL MOLYA IN BARLEY,Field Preparation
91107,TELL ME FUNGAL CONTROL IN CUCUMBER,Plant Protection
91106,TELL ME CONTACT NO. AG DEPTT.,Market Information
91105,Farmer needs information regarding weather forecast for pandhuna tehsil ?,Weather
91104,ASKING ABOUT PREVENTIVE MEASURES OF POTATO LATE BLIGHT,Plant Protection
91103,WEATHER REPORT OF MURARAI,Weather
91102,asked about ground nut herbicide ?,Weed Management
91062,TELL ME INSECT CONTROL IN GUAR,Plant Protection
91101,TELL ME CONTACT NUMBER OF National Center of Organic Farming,Fertilizer Use and Availability
91099,Farmer need weather information of Ichhawar tahsil of madhya pradesh.?,Weather
91098,yellowing problem in paddy nursery..?,Nutrient Management
91096,farmer want to know information about weather forecast in shahdol district?,Weather
91095,Information regarding weather of nagrota surian?,Weather
91094,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN LAHSODA ?,Plant Protection
91093,TELL ME LAT CONTROL IN TOMATO ?,Plant Protection
91092,POTATO-DISEASE CONTROL DUE TO BAD WEATHER..?,Plant Protection
91090,Reliance General Insurance,Weather
91089,TELL ME CONTROL THRIPS IN PADDY,Weather
91100,Asking about crop insurance scheme ?,Weather
91061,information regarding growth in wheat crop ?,Fertilizer Use and Availability
91060,ask about weed management,Weed Management
91059,farmer want to know information about weather forecast in bhopal district?,Weather
91033,ASKING ABOUT CONTROL LEAF SPOT DISEASE IN ONION,Plant Protection
91032,control for leaf folder in paddy?,Plant Protection
91031,TELL ME APHID CONTROL IN COTTON ?,Plant Protection
91030,farmer want to know information about weather forecasting in  maharajpur sub district?,Weather
91029,Please give me weather information,Weather
91028,TELL ME AGRICULTURE LOAN SUBSIDY ?,Government Schemes
91027,rust problem in cane...?,Plant Protection
91026,TELL ME INSECT CONTROL OF CHILLIES,Plant Protection
91025,GROWTH IN LEMON,Plant Protection
91034,Farmer needs information regarding weather forecast for beohari tehsil?,Weather
91023,Farmer want to know information about Weather forecasting for indore district of Madhya Pradesh?,Weather
91021,TELL ME CONTROL OF SUCKING PEST,Plant Protection
91019,CONTROL OF WHITE FLY IN CHILLIES,Plant Protection
91018,TELL ME INSECT CONTROL RADISH ?,Plant Protection
91017,Farmer need weather information of Maheshwar tahsil of madhya pradesh.?,Weather
91016,DOLICHOS BEAN CULTIVATION,Cultural Practices
91015,TELL ME CONTACT NUMBER BAJAJ ALLIANZ COMPANY ?,Field Preparation
91014,spray for soyabean?,Fertilizer Use and Availability
91013,TELL ME TERMIT  CONTROL IN BOTTLE GOURD ?,Plant Protection
91012,TERMITE PROBLEM IN MANGO CROP.,Plant Protection
91022,Regarding fertilizer dose in Urea in  4yrs Apple tree?,Fertilizer Use and Availability
91010,TELL ME ABOUT SUBSIDY IN ORCHARD FOR UP,Plant Protection
91035,information regarding to weather Weather  in Sonipat  ?,Weather
91037,Farmer want to know information about weather forecasting in bhopal district?,Weather
91058,CONTROL OF ALGAE IN PADDY.,Weed Management
91057,ASKED ABOUT FLOWER DROP OF MANGO.,Cultural Practices
91056,asking about Cumbu basal fertilizer management,Nutrient Management
91055,farmer want to know information about variety of  sugarcane ?,Varieties
91054,Asking about Potassium Deficiency in banana,Nutrient Management
91053,farmer want to know about seed rate  of paddy crop?,Cultural Practices
91052,farmer want to weather information of jabalpur  district?,Weather
91051,paddy leaf spot,Plant Protection
91050,yellow leaf of wheat.....?,Nutrient Management
91036,Information regarding weather report of amb  ?,Weather
91049,asking about ballary onion suitable season,Cultural Practices
91047,Plant protection in Cauliflower...?,Plant Protection
91046,Asking about Basal application for Groundnut,Nutrient Management
91045,ASKING ABOUT NUTRIENTS DEFICIENCY OF CAULIFLOWER,Plant Protection
91043,TELL ME CONTROL OF FLOWER DROPPING MOONG,Nutrient Management
91042,FARMER WANTS TO KNOW INFORMATION ABOUT WEED CONTROL IN SOYBEAN CROP ?,Weed Management
91041,Asking about weather information...,Weed Management
91040,plant protection of guava fruit plant.....?,Plant Protection
91039,Farmer wants to  know information about weather of Your ashoknagar district?,Weather
91038,Farmer need information regarding control measures of caterpillar and beetle attack in soybean crop.,Plant Protection
91048,Asking about Weather detail for Villupuram district,Weather
91309,Information regarding Weather of panchkula   ?,Weather
91311,farmer want to know about weather information for bhind district?,Weather
91312,information for control fruits insect in brinjaal crop?,Nutrient Management
91579,Asking about top fertilizer management in chilli,Nutrient Management
91578,TELL ME ABOUT POLY HOUSE FARMING,Government Schemes
91577,Asking about Anthracnose in Mango,Nutrient Management
91576,ASKING ABOUT THE CONTROL FOR BROWN PLANT HOPPER IN RICE FIELD.,Plant Protection
91575,asking about beetles management in cucumber,Plant Protection
91574,Farmer needs information regarding weather information for rewa district of state Madhya pradesh?,Weather
91573,TELL ME CONTACT NUMBER DMR SOSLAN ?,Field Preparation
91572,TELL ME CONTROL OF CATTERPILLER IN GROUNDNUT,Plant Protection
91570,HOW TO CONTROL FUNJAL DISEASE IN GUAR ?,Plant Protection
91569,FUNGAL ATTACK?,Cultural Practices
91568,REDGRAM LEAF EATING CATERPILLER MANAGEMENT,Plant Protection
91567,Flower dropping in jaic fruit ?,Plant Protection
91566,control for weed in sugarcane crop ?,Weed Management
91565,krishi yantro par anudan ?,Government Schemes
91564,TELL ME GROWTH IN GROUNNDUT,Fertilizer Use and Availability
91563,Farmer needs information regarding how to control sucking pest in bitter gourd     crop?,Plant Protection
91562,asking about kovai coddisia agri index starting,Weather
91561,TELL ME NUTRIENT MANAGEMENT IN MOONG  ?,Weather
91560,About weather information dist lalitpur (talbehat)?,Weather
91580,Funnel (Variyali),Weather
91581,Loose Smut disease control in Wheat crop ?,Plant Protection
91582,Fertilaizaer dose in Wheat Crop,Fertilizer Use and Availability
91584,QUERY REGARDING N-P-K POWDER,Fertilizer Use and Availability
91605,how to control of blight in pea ?,Cultural Practices
91604,WEATHER INFORMATION DISTRICT BULANDSHAHAR....?,Weather
91603,QUERY REGARDING COCONUT,Plant Protection
91602,Information regarding weather hissar.?,Weather
91601,Information regarding how to control black grain in paddy crop ?,Plant Protection
91600,weed control in paddy crop..?,Weed Management
91599,Drip irrigation bare me jankari ?,Cultural Practices
91598,species for mung  phalli ..?,Field Preparation
91597,Asking about foliar application in tuberose,Nutrient Management
91559,insect control in Til ?,Weather
91596,ASKING ABOUT CONTROL OF SHEATH ROT IN PADDY,Plant Protection
91594,"plz, tell me weather information for farrukhabad?",Weather
91593,farmer want to know information about how to control sucking pest in  brinjal crop ?,Plant Protection
91591,TELL ME WEED CONTROL IN MAIZE,Weed Management
91590,Khaira in Paddy ?,Weather
91589,TELL ME CONTACT NUMBER POULTRY FARM ?,Field Preparation
91588,Asking about weather report for veppanthattai,Weather
91587,weather of lalitpur  .,Plant Protection
91586,Plant protection in Arhar ?,Field Preparation
91585,Insect control in red gram ?,Weather
91595,cuddalore cotton sowing season and variety,Nutrient Management
91558,farmer want to know information about weather forecast in district?  ?????? ???? ????? ?? ??????? ??????? ?? ?????? ????? ??? ???? ???? ???,Field Preparation
91557,ASKING ABOUT CONTROL OF INFLORESCENCE ROT IN MANGO.,Plant Protection
91556,asking about Blackgram market rate at virudhachalam,Market Information
91530,Tell me about Weather information of Ballia?,Weather
91528,farmer want to know about weather information for panna district?,Weather
91527,ASKING ABOUT SEED TREATMENT OF SUGARCANE,Cultural Practices
91526,Asking about Quintal nendran Planting spacing,Cultural Practices
91525,Farmer wants to know information about weather forcasting in  sehore district ?,Weather
91524,Yellowing problem in paddy crop..?,Weather
91523,Control of weed in the paddy crop...?,Plant Protection
91522,Asked about forage deapartment contact,Nutrient Management
91521,ASKING ABOUT THE CONTROL OF FRUIT BORER IN GUAVA.,Plant Protection
91531,VARIETY OF OKRA,Cultural Practices
91520,farmer need information regarding to control of girdle beetle and caterpillars  in brinjal crop?,Plant Protection
91518,pokkahboeng of sugarcane control infarmetion ?,Plant Protection
91517,Information regarding weather in gurgaon?,Weather
91516,Weed Management in Paddy....?,Weed Management
91515,information weather ?,Field Preparation
91514,TELL ME ABOUT VARIETY OF KHARIF ONION ?,Weather
91513,sowing time of capsicum,Field Preparation
91512,plant protection in guava.....?,Plant Protection
91511,TELL ME ABOUT THE INSECT CONTROL IN SOYBEAN,Plant Protection
91510,TELL ME ABOUT BLACK LEAVES CONTROL IN POMEGRANATE,Plant Protection
91519,Asking about jasmine foliar application,Nutrient Management
91606,Attack Of White Grub ?,Plant Protection
91532,How to control mosaic in Moong?,Plant Protection
91534,gwar me beejder kitana matra me lagega?,Cultural Practices
91555,Weather infrmation of muradabad  ?,Weather
91554,insect control  in paddy ..?,Field Preparation
91553,bhindi sucking pest,Plant Protection
91552,CONTROL OF SOOTY MOULD  IN MANGO.,Plant Protection
91551,Asking about Oilseeds Research Station phone number,Government Schemes
91550,TELL ME PEST CONTROL IN PAPAYA ?,Plant Protection
91549,WEATHER INFORMATION.?,Weather
91548,how to control leaf curail diseases,Plant Protection
91547,Information regarding weather of Jind?,Weather
91533,ASKED ABOUT ATTACK OF APHIDS ON BLACK GRAM ?,Plant Protection
91546,ASKING ABOUT WEATHER REPORT OF CHAPRA  BLOCK IN NADIA DISTRICT,Weather
91543,Weed management in black gram,Weed Management
91542,weed control in urd bean ?,Weed Management
91541,asking about aphids management in cowpea,Plant Protection
91540,Yellow Vein Mosaic in okra ?,Plant Protection
91539,TELL ME WEED CONTROL IN GROUNNDNUT ?,Weed Management
91538,Plant protection of Banana ?,Plant Protection
91537,TELL ME ROOT ROT CONTROL IN MOONG ?,Market Information
91536,ASKING ABOUT SEED TREATMENT IN SESAMUM,Cultural Practices
91535,TELL ME information about canoe cultivation,Market Information
91544,foliar spray for custard apple ?,Nutrient Management
91509,ETAH--WEATHER REPORT.......?,Weather
91607,weather of muzafhernagar ?,Plant Protection
91609,TEL ME WEATHER REPORT IN,Weather
91686,termite problem in field ?,Plant Protection
91684,TELL ME FUNGAS AND PEST CONTROL OF TINDA,Plant Protection
91683,insect attack in wheat crop?,Plant Protection
91682,information about weather of GONDA ?,Weather
91681,Asking about growth regulator application in chilli,Nutrient Management
91680,Farmer needs information regarding weather for  Parasia block  of state madhya pradesh?,Weather
91679,ASKING ABOUT  GOVERNMENT SCHEME.,Government Schemes
91678,Farmer needs information regarding control measures of fruit drop in orange plant?,Field Preparation
91677,fruit dropping problem,Nutrient Management
91675,askign about paddy weed management,Weed Management
91674,Attack of White Grub IN FIELD CROP ?,Plant Protection
91673,Asking about Ground nut basal dressing fertilizer management,Nutrient Management
91672,weather information in hardoi ?,Government Schemes
91671,ASKED ABOUT WHITE FLY IN  OKRA CROP.,Plant Protection
91670,Aphid Attaik in Wheat Crop?,Plant Protection
91669,asking about leaf spot management in jasmine,Nutrient Management
91668,TELL ME ABOUT VARIETY OF TOMARO ?,Nutrient Management
91667,tell me control of pod borer in urd,Plant Protection
91666,insect control in citrus.?,Plant Protection
91687,Asking about natural weed management,Weed Management
91688,TELL ME CONTACT NUMBER DD KISAN,Field Preparation
91689,TELL ME NO FRUIT IN KARUNDA,Plant Protection
91690,varieties information of maize...?,Varieties
91711,Farmer wants to know information about how to increase growth of paddy crop ?,Nutrient Management
91710,Asking about Sucking pest management in jasmine,Plant Protection
91709,TELL ME CONTROL OF ABHIDS IN COTTON,Plant Protection
91708,VARIETY OF KHARIF ONION,Varieties
91707,Insect Management ?,Cultural Practices
91705,Weather information District Farrukhabad....?,Weather
91704,Information regarding control of nematode in wheat crop ?,Cultural Practices
91703,Termites control in Eculeptus ?,Cultural Practices
91702,LEAF EATING CATER PILLAR IN CABBAGE,Plant Protection
91665,Asking about CR 1009 Sub1 paddy variety total duration,Cultural Practices
91701,weather information of umarda  kannauj?,Weather
91699,varieties of Basmati paddy ?,Cultural Practices
91698,"Attack of Aphids,Thrips and Jassids IN COTTON ?",Plant Protection
91697,"Date Wise Prices for Specified Commodity on  February, 2018 Commodity :  Tomato, State : NCT of Delhi",Market Information
91696,INFORMATION REGARDING THE VARIETIES OF MOONG ?,Varieties
91695,plant protection in mango ?,Nutrient Management
91694,Information regarding weather in kurkshetra?,Field Preparation
91693,asking  about weather?,Weather
91692,Asking about weather forecast Pathardi Tahsil?,Weather
91691,information regarding application of potash in paddy ?,Nutrient Management
91700,Asking about cut warm management in Bengal gram,Plant Protection
91664,Asking about Tomato Septoria Leaf Spot management,Plant Protection
91663,Nutrient management in potato..?,Fertilizer Use and Availability
91661,Farmer needs information regarding weather information for your ashoknagar  district ?,Weather
91631,Information regarding to weather jind  ?,Weather
91630,FARMER ASKED ABOUT MARKET RATE OF soyabin ?,Market Information
91629,ASKING ABOUT WEATHER INFORMATION..?,Weather
91628,Asking about Colocasia thrips management,Plant Protection
91627,ATTACK OF WHITE FLY?,Plant Protection
91626,Asking about weather forecast? ASKED ABOUT FERTILIZER DOSE FOR GROWTH?,Weather
91625,asking about teak seedlings availability information,Weather
91624,paddy top dressing fertilizer application,Nutrient Management
91623,nutrient management in bitter gourd?,Fertilizer Use and Availability
91632,Weather information of sitapur ?,Weather
91622,Asking about Thirunelveli district weather report,Weather
91620,Farmer need information regarding control measures of girdle beetle  in soybean  crop?,Plant Protection
91619,faarmer want to know about leaf blight of maize?,Plant Protection
91617,about avoiding of root rot management of chillies,Plant Protection
91616,Central Institute of Medicinal and Aromatic Plants ka contact number chahiye?,Plant Protection
91615,termite insect problem in cauliflower,Plant Protection
91614,sorghum shoot fly,Plant Protection
91612,Information regarding  weather in Tohana?,Weather
91611,insect infestation in onion,Plant Protection
91610,Farmer want to know information about weather of your raisen district?,Weather
91621,Brinjal mealy bug control,Plant Protection
91608,Weather Informetion...?,Weather
91633,Blight problem appear ?,Plant Protection
91635,INFORMATION REGARDING CONTROL OF APHID IN COTTON?,Cultural Practices
91660,PADDY WEED Management,Weed Management
91659,Information regarding weather in REWARI?,Weather
91658,Weather information of Aligarh ...?,Weather
91657,TELL ME ROOT ROT CONTROL IN ROUND MELON ?,Plant Protection
91656,TELL ME WEATHER INFORATMION OF BARMER DSIT,Weather
91655,Asking about bud worm and sucking pests management in jasmine plant,Plant Protection
91654,TELL ME VARITY FOR BASANT SEASON ?,Varieties
91653,TELL  ME ABOUT THRIPS CONTROL IN COTTON ?,Plant Protection
91652,TELL ME NUTRIENT MANAGEMENT IN JAMUN ?,Nutrient Management
91634,asking about weather report for thiruvarur district,Weather
91651,farmer want to know information about how to control sucking pest in bhindi crop?,Plant Protection
91647,farmer want to know information about  weather of Alot ?,Weather
91646,farmer want to know information about  how to increase growth of paddy nursery?,Cultural Practices
91645,Ways to prevent wild animals ?,Cultural Practices
91644,"plz, tell me weather information for nakur?",Nutrient Management
91642,information about of weather of shajhanpur ?,Weather
91640,TELL ME MANDI RATE OF JEERA IN NAGUAR MANDI ?,Market Information
91638,Cutworm,Plant Protection
91637,Asked about Nagapattinam weather Report,Varieties
91636,asking about foliar application in cashew,Nutrient Management
91650,weather information garautha  jhansi?,Weather
92541,INSECT PROBLEM I SUGAR CANE,Plant Protection
91508,ASL ABOUT IN ONION INFORMATION.,Cultural Practices
91506,farmer want to know information about How to control of weed management in maize crop?,Weed Management
91381,Asking about Commercial chrysanthemum planting season,Field Preparation
91380,Dry twigs appear ?,Plant Protection
91379,what can I use in sugarcane crop for protection to root insect,Plant Protection
91378,weed management ?,Cultural Practices
91377,insect control in onion crop    ?,Plant Protection
91376,Asking about Coconut - Manuring,Nutrient Management
91375,information about weed management of bajra ?,Weed Management
91374,Farmer need weather information of  raghogarh block in guna district of madhya pradesh?,Weather
91373,TELL ME FUNGAS AND PEST CONTROL IN GARLIC,Plant Protection
91372,subcidy information ....?,Weather
91371,Farmer want to know information about weather of raisen district?,Weather
91369,TELL ME WHITEFLY CONTROL IN CHILLES,Plant Protection
91368,Asked about ragi basal fertilizer,Fertilizer Use and Availability
91367,sucking pest management in cotton,Plant Protection
91366,information for solar pump ?,Government Schemes
91365,Farmer want to know about weather forecasting for seoni district of Madhya Pradesh?,Weather
91364,Ask about weed control in ground nut,Weed Management
91363,Farmer wants to know information about  weather of Ujjain  district?,Weather
91362,agri junction scheme information,Government Schemes
91382,Information regarding weather in jkairhal?,Weather
91383,Bakiane disease ?,Plant Protection
91384,ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,Weather
91385,Information regarding weather in pehowa?,Weather
91407,Which fertilizer and nutrient give for better growth in  paddy crop?,Fertilizer Use and Availability
91406,Asking about Maize forecast  price,Market Information
91405,Information regarding weather in AMbala ?,Weather
91404,Farmer needs information regarding control measures of caterpillars in Okra crop?,Plant Protection
91403,Farmer needs information regarding for   dist. seoni   Of state madhya pradesh?,Weather
91402,Insect problem in coriander?,Plant Protection
91401,FRUIT BORER INSECT PROBLEM IN POINTEDGOURD,Plant Protection
91400,Farmer want to know information about  weather of your khachrod tehshil ujjain district ?,Weather
91399,Information regarding weather in  SIRSA?,Weather
91361,TELL ME ABOUT MSP IN GRAM,Market Information
91398,ASKING ABOUT ATTACK OF WHITE FLY ?,Plant Protection
91396,ASKING ABOUT THE CONTROL OF POD BORER IN PEA.,Plant Protection
91395,Farmer want to know information about weather of your shajapur  district?,Weather
91394,Asking about weather forecast Himaytnagar Tahsil ?,Weather
91393,Asking about leaf eating caterpillars management for groundnut,Plant Protection
91392,TERMITE CONTROL  IN PADDY ..?,Plant Protection
91391,Farmer wants to know information about weather forecast of Neemuch district?,Weather
91389,alternate biering in aonla..?,Cultural Practices
91387,TELL ME LEAF CURL  CONTROL IN CHILLIES ?,Plant Protection
91386,POTATO-BLAST PROBLEM.DUE TO WEATHER.?,Plant Protection
91397,TELL ME CONTROL OF ROOT ROT IN PEANUT,Plant Protection
91360,"Asking about Control of Pink Bollworm of Cotton To control the pink bollworm of cotton, use pheromon and light traps. to set one or more 10 bird stops. Green buds breaks through laryi survey. Sprinkle neemark at the beginning and sprinkle profhenophos @ 2 ml per liter of water. collect occasionally pestered leaves, flowers, bods, and destroy them.",Plant Protection
91359,farmer wants to know weather information in your damoh district ?,Weather
91358,Asking About Market Rate of green chilli ?,Market Information
91332,TELL ME NUTRIENT MANGEMENT IN CITRUS ?,Nutrient Management
91331,Farmer need information regarding control measures of caterpillars attack in bhindi crop.,Plant Protection
91330,Information Of Weather in Bulandshahar  ?,Weather
91329,TELL ME ABOUT THE CONTROL OF WHITE GRUB IN MOONG ?,Plant Protection
91328,asking about elephant yam basal fertilizers,Nutrient Management
91327,asking about weather report for kumbakonam,Weather
91326,TELL ME TRMIT CONTROL IN GROUNDNUT ?,Fertilizer Use and Availability
91325,farmer want to know How to control sucking  pest in soybean crop?,Plant Protection
91324,TELL ME TERMITE CONTROL IN LEMON PLANTS ?,Nutrient Management
91333,asking about Red ant control management in mango,Cultural Practices
91323,termite control in paddy crop........?,Weather
91321,TELL ME ABOOT SUBSIDY ON FARM POND ?,Government Schemes
91320,root weevil problem in paddy ?,Plant Protection
91319,Asking about weather report for dharapuram,Weather
91318,weather information of babina jhansi?,Weather
91317,weather information in Aligarh ?,Plant Protection
91316,pest problem in guava fruit ?,Plant Protection
91315,Farmer need information regarding weed management in Black gram crop.,Weed Management
91314,aphid control in bottle gourd,Plant Protection
91313,TELL ME CONTACT TO NABARD BANK ?,Government Schemes
91322,Species of Maize ?,Varieties
91409,Fruit borer insect problem in Tomato crop .....?,Plant Protection
91335,Leaf cutting problem of paddy..?,Plant Protection
91337,rot problem in tomato..?,Plant Protection
91357,Mentha cultivation ?,Plant Protection
91356,Asked about banana sigatoka leaf sport management,Plant Protection
91355,about market information ..?,Market Information
91354,Asking about Jasmine Collar rot and Root rot control,Plant Protection
91353,control of sucking pest attack,Weather
91352,TELL ME MICRO NUTRIENT MANAGEMENT IN TINDA,Nutrient Management
91351,tel me weather report in NAGAUR,Weather
91350,asking about leaf curl management  in cotton,Plant Protection
91349,TELL ME SUBSIDY ON BARBED WIRED FENCING,Market Information
91336,VIRUS INFECTION IN CHILLI,Plant Protection
91348,ATTACK OF ROOT ROT ON MOSAMBI ?,Plant Protection
91346,INFORMATION REGARDING SOWING TIME  OF BHINDI?,Cultural Practices
91345,information regarding weather forcasting ?,Cultural Practices
91344,Farmer need weather information of Barwah tahsil of madhya pradesh.?,Weather
91343,Regarding Fungal Attack in Apple Tree?,Plant Protection
91342,Farmer need weather information of Amarwara tahsil of madhya pradesh.?,Weather
91341,Information regarding control of zinc deficiency in barley ?,Nutrient Management
91340,Farmer asked about market rate of onion ?,Market Information
91339,ASKING ABOUT CONTROL OF SHOOT BORER IN IVY GOURD.,Plant Protection
91338,TELL ME  YELLOW RUST CONTROL IN WHEAT,Plant Protection
91347,Information regarding weather of narwana ?,Weather
91507,ASKING ABOUT PROBLEM IN MENTHA CROP,Plant Protection
91410,Asked about Krishnagiri weather Report,Nutrient Management
91412,thrips on paddy crop?,Plant Protection
91480,"Asking about Harur, Dharmapuri today weather Report",Weather
91479,Asking about tirunelveli  kvk contact number,Nutrient Management
91478,TELL ME ABOUT RATE OF MUSTARD IN JODHPUR MANDI,Market Information
91477,green house for vegetable?,Government Schemes
91476,Asking about MArket rate for Ragi,Market Information
91475,Asking about planting season for snake gourd,Field Preparation
91474,WEATHER INFO ?,Weather
91473,Foder crop varity..?,Cultural Practices
91472,Fusarium wilt,Plant Protection
91471,weather of rajgrah ?,Plant Protection
91470,Disease problem in ridge gourd,Plant Protection
91469,CATERPILLAR ATTACK ON BLACK GRAM ?,Plant Protection
91468,TELL ME NUTRIENT MANAGEMENT GROUNDNUT  ?,Nutrient Management
91467,cultural practice ?,Cultural Practices
91466,Farmer needs information regarding weather information for Agar district madhya pradesh state?,Weather
91465,asking about need for tapioca marketing details,Market Information
91464,INFORMATION REGARDING DISEASE CONTROL IN BERSEEM ?,Weather
91463,TELL ME ABOUT WHITE FLY CONTROL IN COTTON ?,Plant Protection
91462,oily spot,Plant Protection
91481,Information regarding control of Red spidermite in CUCURBITS?,Cultural Practices
91482,asking about flower shed in chilli,Cultural Practices
91483,"plz, tell me weather information for Mahmudabad?",Weather
91484,TELL ME ROOT ROT CONTROL IN paddy,Plant Protection
91505,WEED CONTROL INFORMATION,Weed Management
